,timestamp,generation_biomass,generation_fossil_brown_coal_lignite,generation_fossil_coal_derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_aggregated,generation_hydro_pumped_storage_consumption,generation_hydro_run_of_river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_offshore_eday_ahead,forecast_wind_onshore_day_ahead,total_load_forecast,total_load_actual,price_day_ahead,price_actual
14270,2016-08-17 15:00:00+02:00,376.0,788.0,0.0,5671.0,4952.0,301.0,0.0,0.0,0.0,0.0,320.0,785.0,2602.0,0.0,6935.0,56.0,71.0,4917.0,326.0,0.0,2772.0,4730,,2623,32064,32242.0,42.36,48.75
5966,2015-09-06 15:00:00+02:00,493.0,923.0,0.0,4872.0,7155.0,354.0,0.0,0.0,0.0,0.0,0.0,786.0,2519.0,0.0,4982.0,85.0,80.0,4085.0,213.0,0.0,5305.0,3936,,4827,33246,32788.0,60.19,62.93
10371,2016-03-08 03:00:00+01:00,354.0,928.0,0.0,4054.0,4653.0,299.0,0.0,0.0,0.0,0.0,0.0,718.0,651.0,0.0,6946.0,55.0,80.0,523.0,319.0,0.0,2669.0,512,,2650,24568,24567.0,37.9,25.62
8601,2015-12-25 09:00:00+01:00,388.0,0.0,0.0,4216.0,2612.0,184.0,0.0,0.0,0.0,0.0,2452.0,491.0,689.0,0.0,7100.0,42.0,75.0,422.0,190.0,0.0,3971.0,590,,3979,18888,19911.0,39.5,53.54
5605,2015-08-22 14:00:00+02:00,551.0,888.0,0.0,4014.0,7296.0,312.0,0.0,0.0,0.0,0.0,154.0,576.0,673.0,0.0,6669.0,85.0,73.0,4116.0,268.0,0.0,4763.0,4679,,4544,28992,29040.0,53.74,62.55
33826,2018-11-10 10:00:00+01:00,336.0,763.0,0.0,6530.0,4941.0,311.0,0.0,0.0,0.0,0.0,0.0,588.0,2791.0,0.0,7014.0,55.0,95.0,905.0,318.0,0.0,6634.0,1132,,6626,31287,31432.0,73.17,58.79
11488,2016-04-23 17:00:00+02:00,233.0,0.0,0.0,2694.0,957.0,184.0,0.0,0.0,0.0,0.0,1340.0,1867.0,5891.0,0.0,7086.0,53.0,65.0,2037.0,198.0,0.0,6016.0,1948,,5713,24908,24648.0,19.13,26.47
13438,2016-07-13 23:00:00+02:00,349.0,0.0,0.0,5047.0,3623.0,319.0,0.0,0.0,0.0,0.0,67.0,822.0,1032.0,0.0,7009.0,55.0,75.0,724.0,281.0,0.0,9419.0,684,,9251,30363,29529.0,35.04,43.93
13775,2016-07-28 00:00:00+02:00,376.0,878.0,0.0,5250.0,4951.0,279.0,0.0,0.0,0.0,0.0,1.0,762.0,1643.0,0.0,6950.0,49.0,74.0,698.0,281.0,0.0,6072.0,612,,6221,29611,29425.0,40.16,45.39
18721,2017-02-19 01:00:00+01:00,348.0,536.0,0.0,4020.0,4269.0,259.0,0.0,0.0,0.0,0.0,869.0,1157.0,830.0,0.0,7105.0,61.0,95.0,28.0,262.0,0.0,5244.0,7,,5286,24026,23594.0,48.18,54.72
14724,2016-09-05 13:00:00+02:00,279.0,141.0,0.0,4184.0,1714.0,288.0,0.0,0.0,0.0,0.0,0.0,1773.0,7935.0,0.0,5088.0,11.0,79.0,1768.0,194.0,0.0,6895.0,2009,,6865,32192,32282.0,32.5,57.04
4758,2015-07-18 07:00:00+02:00,523.0,719.0,0.0,5337.0,7218.0,316.0,0.0,0.0,0.0,0.0,517.0,543.0,923.0,0.0,6450.0,86.0,67.0,112.0,263.0,0.0,2954.0,316,,3258,24664,24963.0,51.36,58.75
17439,2016-12-27 15:00:00+01:00,329.0,905.0,0.0,6000.0,6088.0,289.0,0.0,0.0,0.0,0.0,0.0,646.0,1685.0,0.0,6937.0,49.0,101.0,2874.0,282.0,0.0,1409.0,2525,,1465,29825,30070.0,64.15,71.11
34600,2018-12-12 16:00:00+01:00,373.0,722.0,0.0,10334.0,5214.0,309.0,0.0,0.0,0.0,0.0,1.0,1108.0,4203.0,0.0,6036.0,66.0,101.0,534.0,262.0,0.0,5234.0,926,,4563,33632,33954.0,67.83,73.7
7813,2015-11-22 13:00:00+01:00,492.0,0.0,0.0,4247.0,1743.0,248.0,0.0,0.0,0.0,0.0,791.0,712.0,1400.0,0.0,6085.0,89.0,61.0,2787.0,265.0,0.0,7260.0,3312,,7120,26900,26778.0,40.0,49.83
1030,2015-02-12 22:00:00+01:00,455.0,958.0,0.0,10899.0,7656.0,440.0,0.0,0.0,0.0,0.0,1.0,816.0,2879.0,0.0,5750.0,88.0,75.0,42.0,230.0,0.0,2062.0,42,,2026,33047,32890.0,67.65,82.03
26744,2018-01-19 08:00:00+01:00,337.0,645.0,0.0,7504.0,5481.0,326.0,0.0,0.0,0.0,0.0,1.0,1174.0,3024.0,0.0,7104.0,67.0,105.0,26.0,306.0,0.0,4746.0,109,,4944,35728,35889.0,59.89,65.51
18226,2017-01-29 10:00:00+01:00,352.0,926.0,0.0,4302.0,5431.0,233.0,0.0,0.0,0.0,0.0,1023.0,646.0,813.0,0.0,7110.0,58.0,102.0,878.0,339.0,0.0,5293.0,871,,5257,28284,28400.0,66.0,73.44
10643,2016-03-19 11:00:00+01:00,469.0,306.0,0.0,3940.0,4501.0,278.0,0.0,0.0,0.0,0.0,0.0,1448.0,5758.0,0.0,7100.0,89.0,77.0,1508.0,201.0,0.0,3332.0,1595,,3401,30547,30651.0,40.01,45.77
22335,2017-07-19 16:00:00+02:00,371.0,881.0,0.0,9905.0,5788.0,358.0,0.0,0.0,0.0,0.0,2.0,662.0,732.0,0.0,5901.0,11.0,89.0,4747.0,290.0,0.0,5821.0,4703,,5735,37466,36764.0,50.5,58.39
10562,2016-03-16 02:00:00+01:00,406.0,185.0,0.0,3394.0,3677.0,311.0,0.0,0.0,0.0,0.0,964.0,1265.0,3018.0,0.0,7105.0,88.0,72.0,65.0,227.0,0.0,5241.0,94,,5109,24506,24544.0,30.0,36.47
4108,2015-06-21 05:00:00+02:00,472.0,477.0,0.0,4497.0,5150.0,250.0,0.0,0.0,0.0,0.0,1529.0,726.0,602.0,0.0,5081.0,86.0,67.0,684.0,276.0,0.0,4506.0,575,,4364,21067,20871.0,40.6,52.11
34670,2018-12-15 14:00:00+01:00,319.0,233.0,0.0,4501.0,3824.0,235.0,0.0,0.0,0.0,0.0,1.0,1275.0,1448.0,0.0,6087.0,57.0,97.0,2226.0,291.0,0.0,10488.0,2312,,9307,30241,30493.0,58.0,63.58
21458,2017-06-13 03:00:00+02:00,266.0,290.0,0.0,5001.0,4549.0,295.0,0.0,0.0,0.0,0.0,942.0,781.0,724.0,0.0,6032.0,51.0,99.0,598.0,290.0,0.0,5919.0,543,,5984,25467,25660.0,41.99,46.19
20361,2017-04-28 10:00:00+02:00,260.0,531.0,0.0,4136.0,3476.0,271.0,0.0,0.0,0.0,0.0,0.0,959.0,3009.0,0.0,6469.0,10.0,94.0,1311.0,284.0,0.0,7918.0,1279,,8002,32826,32371.0,52.7,59.06
6827,2015-10-12 12:00:00+02:00,529.0,950.0,0.0,10487.0,7117.0,426.0,0.0,0.0,0.0,0.0,11.0,790.0,2249.0,0.0,6090.0,95.0,75.0,1573.0,221.0,0.0,2605.0,1777,,2634,33914,33616.0,68.03,60.34
6361,2015-09-23 02:00:00+02:00,512.0,541.0,0.0,3723.0,4088.0,283.0,0.0,0.0,0.0,0.0,739.0,539.0,483.0,0.0,6920.0,80.0,68.0,428.0,256.0,0.0,6722.0,404,,6660,23005,23053.0,39.64,47.52
26626,2018-01-14 10:00:00+01:00,359.0,418.0,0.0,4861.0,5674.0,256.0,0.0,0.0,0.0,0.0,143.0,1047.0,2541.0,0.0,6882.0,14.0,101.0,661.0,340.0,0.0,3127.0,791,,3218,28864,29091.0,53.9,58.9
24763,2017-10-28 20:00:00+02:00,357.0,399.0,0.0,6208.0,2909.0,239.0,0.0,0.0,0.0,0.0,0.0,382.0,2091.0,0.0,5129.0,56.0,97.0,350.0,288.0,0.0,7797.0,397,,7746,28284,27863.0,61.84,70.88
21068,2017-05-27 21:00:00+02:00,388.0,457.0,0.0,4799.0,4586.0,254.0,0.0,0.0,0.0,0.0,0.0,1035.0,2722.0,0.0,5052.0,52.0,108.0,354.0,330.0,0.0,6054.0,505,,6320,28142,28341.0,51.94,58.86
230,2015-01-10 14:00:00+01:00,565.0,894.0,0.0,5433.0,7409.0,425.0,0.0,0.0,0.0,0.0,0.0,509.0,2314.0,0.0,6007.0,90.0,73.0,4900.0,241.0,0.0,2602.0,4903,,2881,29821,30458.0,56.8,72.86
18560,2017-02-12 08:00:00+01:00,363.0,634.0,0.0,6905.0,6188.0,268.0,0.0,0.0,0.0,0.0,0.0,471.0,784.0,0.0,5191.0,57.0,101.0,150.0,306.0,0.0,9588.0,184,,9633,28875,28626.0,62.6,45.46
32426,2018-09-13 03:00:00+02:00,376.0,490.0,0.0,4117.0,5318.0,298.0,0.0,0.0,0.0,0.0,0.0,618.0,840.0,0.0,6969.0,55.0,97.0,17.0,326.0,0.0,2970.0,157,,2697,24289,24250.0,68.21,70.79
30714,2018-07-03 19:00:00+02:00,382.0,616.0,0.0,7019.0,4109.0,360.0,0.0,0.0,0.0,0.0,0.0,1664.0,7566.0,0.0,6006.0,53.0,109.0,122.0,291.0,0.0,3023.0,456,,3778,36711,35806.0,64.34,69.02
27774,2018-03-03 06:00:00+01:00,330.0,0.0,0.0,3871.0,1518.0,312.0,0.0,0.0,0.0,0.0,3593.0,1435.0,2187.0,0.0,6078.0,54.0,93.0,25.0,298.0,0.0,13948.0,3,,14204,24417,24172.0,36.61,45.13
3208,2015-05-14 17:00:00+02:00,501.0,0.0,0.0,3694.0,3703.0,386.0,0.0,0.0,0.0,0.0,289.0,948.0,2858.0,0.0,4998.0,91.0,67.0,3862.0,161.0,0.0,11255.0,3593,,11256,32958,33024.0,36.26,48.66
34837,2018-12-22 13:00:00+01:00,335.0,720.0,0.0,6576.0,2925.0,271.0,0.0,0.0,0.0,0.0,1.0,1301.0,2545.0,0.0,5059.0,53.0,106.0,2569.0,297.0,0.0,3305.0,2687,,3274,29970,29767.0,65.0,69.05
8116,2015-12-05 04:00:00+01:00,480.0,965.0,0.0,4538.0,4810.0,363.0,0.0,0.0,0.0,0.0,882.0,987.0,2413.0,0.0,5053.0,85.0,66.0,517.0,201.0,0.0,3728.0,473,,3906,22742,22563.0,46.91,57.81
30691,2018-07-02 20:00:00+02:00,402.0,876.0,0.0,8013.0,6291.0,331.0,0.0,0.0,0.0,0.0,0.0,1115.0,6480.0,0.0,7112.0,60.0,95.0,35.0,299.0,0.0,6750.0,54,,6804,40330,40620.0,66.35,69.34
7682,2015-11-17 02:00:00+01:00,522.0,678.0,0.0,3842.0,5760.0,354.0,0.0,0.0,0.0,0.0,765.0,486.0,480.0,0.0,5615.0,85.0,69.0,50.0,258.0,0.0,3889.0,12,,3706,22303,22459.0,46.84,55.66
21758,2017-06-25 15:00:00+02:00,320.0,788.0,0.0,4732.0,6264.0,238.0,0.0,0.0,0.0,0.0,0.0,822.0,1891.0,0.0,5981.0,50.0,81.0,2496.0,295.0,0.0,4081.0,2719,,3716,29639,29585.0,46.23,51.64
28157,2018-03-19 05:00:00+01:00,289.0,0.0,0.0,4506.0,1248.0,263.0,0.0,0.0,0.0,0.0,2543.0,1645.0,4085.0,0.0,6077.0,54.0,88.0,18.0,315.0,0.0,9690.0,10,,9646,23100,23382.0,39.81,48.52
14126,2016-08-11 15:00:00+02:00,319.0,874.0,0.0,6145.0,5223.0,288.0,0.0,0.0,0.0,0.0,413.0,603.0,311.0,0.0,5036.0,59.0,98.0,3712.0,295.0,0.0,11272.0,3583,,11107,31745,31246.0,50.15,50.24
10167,2016-02-28 15:00:00+01:00,361.0,0.0,0.0,1563.0,1112.0,241.0,0.0,0.0,0.0,0.0,1851.0,1479.0,4020.0,0.0,6443.0,89.0,58.0,2560.0,203.0,0.0,12048.0,2815,,11950,27436,27429.0,4.1,12.8
16339,2016-11-11 19:00:00+01:00,361.0,891.0,0.0,11558.0,6107.0,293.0,0.0,0.0,0.0,0.0,0.0,794.0,3952.0,0.0,5032.0,57.0,103.0,103.0,297.0,0.0,5495.0,55,,5417,34188,33771.0,69.51,78.65
6944,2015-10-17 09:00:00+02:00,552.0,0.0,0.0,4566.0,3676.0,231.0,0.0,0.0,0.0,0.0,203.0,505.0,1498.0,0.0,4968.0,88.0,71.0,492.0,216.0,0.0,6502.0,610,,6430,25732,25901.0,48.13,57.76
11917,2016-05-11 14:00:00+02:00,336.0,822.0,0.0,3740.0,4020.0,252.0,0.0,0.0,0.0,0.0,417.0,644.0,723.0,0.0,6014.0,57.0,94.0,1280.0,298.0,0.0,9589.0,1448,,9584,27395,28034.0,46.65,40.28
13355,2016-07-10 12:00:00+02:00,307.0,950.0,0.0,8550.0,5696.0,307.0,0.0,0.0,0.0,0.0,0.0,471.0,3857.0,0.0,7006.0,53.0,91.0,4265.0,294.0,0.0,636.0,4373,,574,31382,31725.0,56.69,45.87
27152,2018-02-05 08:00:00+01:00,342.0,0.0,0.0,4527.0,1575.0,311.0,0.0,0.0,0.0,0.0,0.0,1680.0,6138.0,0.0,5062.0,60.0,104.0,804.0,303.0,0.0,5399.0,849,,5249,29611,28725.0,50.23,66.75
16595,2016-11-22 11:00:00+01:00,365.0,889.0,0.0,12228.0,6544.0,292.0,0.0,0.0,0.0,0.0,0.0,982.0,3249.0,0.0,5035.0,56.0,96.0,538.0,267.0,0.0,1019.0,836,,917,34848,34556.0,66.9,72.98
27098,2018-02-03 02:00:00+01:00,349.0,0.0,0.0,3350.0,3430.0,306.0,0.0,0.0,0.0,0.0,2116.0,1371.0,1968.0,0.0,7109.0,54.0,84.0,15.0,313.0,0.0,13674.0,9,,14626,25546,25497.0,36.68,49.56
24635,2017-10-23 12:00:00+02:00,336.0,910.0,0.0,10745.0,4341.0,288.0,0.0,0.0,0.0,0.0,0.0,377.0,660.0,0.0,5899.0,62.0,88.0,4254.0,286.0,0.0,1907.0,4047,,1951,31785,31684.0,66.02,72.93
27485,2018-02-19 05:00:00+01:00,378.0,428.0,0.0,4309.0,2980.0,259.0,0.0,0.0,0.0,0.0,151.0,1386.0,1850.0,0.0,6085.0,44.0,95.0,21.0,321.0,0.0,4464.0,11,,4578,23632,23751.0,45.59,50.04
21480,2017-06-14 01:00:00+02:00,308.0,0.0,0.0,6979.0,6243.0,268.0,0.0,0.0,0.0,0.0,0.0,783.0,1757.0,0.0,6027.0,51.0,96.0,681.0,283.0,0.0,3277.0,641,,3345,27518,27692.0,51.12,55.47
13677,2016-07-23 22:00:00+02:00,396.0,0.0,0.0,4485.0,3295.0,243.0,0.0,0.0,0.0,0.0,0.0,760.0,1628.0,0.0,6971.0,57.0,87.0,798.0,321.0,0.0,8449.0,710,,8135,29105,29009.0,44.69,50.75
4057,2015-06-19 02:00:00+02:00,427.0,596.0,0.0,3900.0,4361.0,282.0,0.0,0.0,0.0,0.0,1115.0,766.0,886.0,0.0,5017.0,84.0,65.0,769.0,277.0,0.0,7712.0,672,,7766,23489,23887.0,33.55,44.1
28290,2018-03-24 18:00:00+01:00,269.0,0.0,0.0,3546.0,1193.0,179.0,0.0,0.0,0.0,0.0,1807.0,1581.0,3946.0,0.0,5417.0,54.0,89.0,890.0,297.0,0.0,14491.0,968,,13829,29145,29385.0,23.57,32.57
32898,2018-10-02 19:00:00+02:00,377.0,411.0,0.0,6245.0,4139.0,251.0,0.0,0.0,0.0,0.0,59.0,1045.0,3220.0,0.0,7112.0,54.0,98.0,276.0,314.0,0.0,8899.0,196,,8773,34268,33745.0,64.63,86.13
6289,2015-09-20 02:00:00+02:00,516.0,190.0,0.0,4291.0,4688.0,296.0,0.0,0.0,0.0,0.0,1165.0,613.0,664.0,0.0,6924.0,82.0,66.0,508.0,262.0,0.0,3734.0,459,,3641,20603,20642.0,40.6,50.45
28067,2018-03-15 11:00:00+01:00,239.0,0.0,0.0,4822.0,1291.0,348.0,0.0,0.0,0.0,0.0,292.0,1867.0,6871.0,0.0,6069.0,51.0,98.0,2124.0,303.0,0.0,11916.0,2266,,12225,35421,35642.0,44.44,53.77
27307,2018-02-11 19:00:00+01:00,317.0,511.0,0.0,10054.0,4407.0,300.0,0.0,0.0,0.0,0.0,1.0,1033.0,2476.0,0.0,6035.0,62.0,94.0,20.0,305.0,0.0,7179.0,92,,6596,31591,31203.0,72.5,67.81
18809,2017-02-22 17:00:00+01:00,372.0,603.0,0.0,5994.0,5431.0,331.0,0.0,0.0,0.0,0.0,0.0,1189.0,2774.0,0.0,7088.0,59.0,100.0,953.0,282.0,0.0,2563.0,1558,,2744,30746,31128.0,53.49,60.95
33466,2018-10-26 11:00:00+02:00,318.0,549.0,0.0,11222.0,5417.0,318.0,0.0,0.0,0.0,0.0,2.0,716.0,4556.0,0.0,7022.0,69.0,104.0,1399.0,329.0,0.0,623.0,1632,,1053,31703,31781.0,77.01,83.56
30673,2018-07-02 02:00:00+02:00,373.0,645.0,0.0,3507.0,4168.0,301.0,0.0,0.0,0.0,0.0,507.0,940.0,1144.0,0.0,7114.0,56.0,94.0,13.0,311.0,0.0,7528.0,8,,7609,26235,26095.0,43.03,57.05
17113,2016-12-14 01:00:00+01:00,307.0,958.0,0.0,5929.0,6943.0,306.0,0.0,0.0,0.0,0.0,655.0,514.0,492.0,0.0,5061.0,57.0,94.0,21.0,288.0,0.0,5198.0,2,,5192,25432,25918.0,51.1,58.18
32038,2018-08-27 23:00:00+02:00,336.0,731.0,0.0,6393.0,5356.0,311.0,0.0,0.0,0.0,0.0,0.0,799.0,3411.0,0.0,6970.0,57.0,92.0,298.0,307.0,0.0,4201.0,454,,5210,30069,30625.0,68.52,73.84
1971,2015-03-24 03:00:00+01:00,429.0,373.0,0.0,3520.0,2940.0,278.0,0.0,0.0,0.0,0.0,2655.0,1107.0,1367.0,0.0,7099.0,42.0,66.0,24.0,144.0,0.0,9191.0,0,,9407,23337,23452.0,28.52,39.41
5390,2015-08-13 15:00:00+02:00,564.0,572.0,0.0,4318.0,5688.0,362.0,0.0,0.0,0.0,0.0,1983.0,561.0,834.0,0.0,6584.0,83.0,68.0,5103.0,260.0,0.0,10428.0,4720,,10435,32721,32096.0,48.29,57.2
16854,2016-12-03 06:00:00+01:00,441.0,0.0,0.0,3324.0,1412.0,272.0,0.0,0.0,0.0,0.0,1121.0,1391.0,3990.0,0.0,7115.0,93.0,66.0,53.0,211.0,0.0,5827.0,54,,5815,24045,23967.0,25.45,56.89
25715,2017-12-07 11:00:00+01:00,406.0,878.0,0.0,12092.0,5957.0,330.0,0.0,0.0,0.0,0.0,0.0,788.0,2451.0,0.0,5893.0,26.0,95.0,4711.0,298.0,0.0,742.0,4482,,734,35577,36545.0,53.25,83.68
26221,2017-12-28 13:00:00+01:00,344.0,0.0,0.0,3753.0,2079.0,335.0,0.0,0.0,0.0,0.0,1.0,1065.0,1125.0,0.0,7093.0,55.0,96.0,1179.0,289.0,0.0,12972.0,1209,,13084,32619,32908.0,52.23,60.07
12544,2016-06-06 17:00:00+02:00,352.0,303.0,0.0,5685.0,3948.0,296.0,0.0,0.0,0.0,0.0,6.0,1360.0,3016.0,0.0,6050.0,56.0,84.0,4321.0,257.0,0.0,2989.0,4257,,2892,30874,30988.0,46.0,51.49
16788,2016-11-30 12:00:00+01:00,373.0,895.0,0.0,7773.0,6675.0,291.0,0.0,0.0,0.0,0.0,0.0,806.0,1394.0,0.0,5061.0,62.0,82.0,1804.0,294.0,0.0,9100.0,1850,,9202,34513,34483.0,59.46,65.44
5915,2015-09-04 12:00:00+02:00,358.0,301.0,0.0,4366.0,4876.0,365.0,0.0,0.0,0.0,0.0,0.0,1380.0,5756.0,0.0,7095.0,39.0,65.0,1519.0,140.0,0.0,4468.0,2208,,4505,32702,32588.0,56.69,73.62
17195,2016-12-17 11:00:00+01:00,337.0,876.0,0.0,4173.0,4739.0,240.0,0.0,0.0,0.0,0.0,277.0,595.0,876.0,0.0,5222.0,57.0,86.0,1193.0,318.0,0.0,9189.0,1073,,9214,31285,31506.0,58.23,63.76
26201,2017-12-27 17:00:00+01:00,344.0,0.0,0.0,3944.0,2007.0,355.0,0.0,0.0,0.0,0.0,0.0,995.0,1807.0,0.0,7095.0,54.0,92.0,258.0,294.0,0.0,13663.0,289,,13741,32693,32002.0,56.09,64.49
22668,2017-08-02 13:00:00+02:00,345.0,585.0,0.0,5291.0,6538.0,300.0,0.0,0.0,0.0,0.0,1.0,1512.0,1798.0,0.0,7105.0,63.0,90.0,4408.0,300.0,0.0,10085.0,4438,,10420,34885,34529.0,59.66,60.23
12973,2016-06-24 14:00:00+02:00,342.0,0.0,0.0,4313.0,3321.0,298.0,0.0,0.0,0.0,0.0,0.0,1131.0,4326.0,0.0,6961.0,57.0,82.0,5182.0,280.0,0.0,3517.0,5163,,3285,31053,31314.0,36.06,45.57
30377,2018-06-19 18:00:00+02:00,350.0,0.0,0.0,5259.0,2415.0,314.0,0.0,0.0,0.0,0.0,0.0,1658.0,5889.0,0.0,5029.0,50.0,105.0,4138.0,291.0,0.0,3666.0,3831,,4437,32960,33100.0,59.52,67.62
32220,2018-09-04 13:00:00+02:00,205.0,0.0,0.0,5145.0,2647.0,308.0,0.0,0.0,0.0,0.0,0.0,1916.0,6817.0,0.0,5057.0,14.0,93.0,2893.0,315.0,0.0,5418.0,3249,,6807,33972,33670.0,53.07,82.73
22013,2017-07-06 06:00:00+02:00,317.0,564.0,0.0,5724.0,4768.0,311.0,0.0,0.0,0.0,0.0,0.0,888.0,634.0,0.0,5910.0,53.0,101.0,493.0,317.0,0.0,3076.0,495,,3025,25230,25381.0,45.73,54.2
7178,2015-10-27 02:00:00+01:00,507.0,174.0,0.0,3889.0,3864.0,346.0,0.0,0.0,0.0,0.0,1701.0,476.0,465.0,0.0,5953.0,85.0,70.0,23.0,258.0,0.0,7146.0,13,,7070,21894,21989.0,33.37,43.69
30405,2018-06-20 22:00:00+02:00,368.0,531.0,0.0,6124.0,3037.0,315.0,0.0,0.0,0.0,0.0,0.0,1628.0,6296.0,0.0,5041.0,53.0,104.0,736.0,268.0,0.0,4338.0,578,,4518,31592,31629.0,61.46,68.28
28989,2018-04-22 22:00:00+02:00,251.0,0.0,0.0,4515.0,2004.0,204.0,0.0,0.0,0.0,0.0,0.0,1978.0,6686.0,0.0,5052.0,13.0,94.0,103.0,287.0,0.0,3989.0,131,,4473,27273,26876.0,50.0,56.55
10127,2016-02-26 23:00:00+01:00,406.0,0.0,0.0,2637.0,1799.0,327.0,0.0,0.0,0.0,0.0,423.0,1614.0,6045.0,0.0,7097.0,89.0,63.0,11.0,205.0,0.0,11599.0,0,,11642,29708,30141.0,15.0,24.46
28343,2018-03-27 00:00:00+02:00,315.0,0.0,0.0,3979.0,1448.0,323.0,0.0,0.0,0.0,0.0,103.0,1662.0,4134.0,0.0,6079.0,54.0,90.0,655.0,329.0,0.0,7241.0,312,,6914,27894,28128.0,42.49,48.52
1325,2015-02-25 05:00:00+01:00,414.0,0.0,0.0,3326.0,1430.0,242.0,0.0,0.0,0.0,0.0,1822.0,1149.0,2563.0,0.0,7107.0,82.0,68.0,42.0,232.0,0.0,12102.0,21,,12101,25164,24994.0,16.5,27.47
9108,2016-01-15 12:00:00+01:00,485.0,0.0,0.0,5175.0,4146.0,429.0,0.0,0.0,0.0,0.0,669.0,1234.0,5888.0,0.0,6090.0,96.0,82.0,1577.0,209.0,0.0,10106.0,1574,,10006,35870,35631.0,44.0,52.32
28199,2018-03-20 23:00:00+01:00,274.0,0.0,0.0,4538.0,1624.0,340.0,0.0,0.0,0.0,0.0,150.0,1707.0,5275.0,0.0,6078.0,56.0,112.0,176.0,321.0,0.0,13412.0,216,,13603,31330,31511.0,39.1,47.47
21621,2017-06-19 22:00:00+02:00,357.0,292.0,0.0,9994.0,7212.0,342.0,0.0,0.0,0.0,0.0,0.0,837.0,1208.0,0.0,6003.0,50.0,93.0,412.0,333.0,0.0,6822.0,425,,6917,35144,34194.0,56.69,62.93
31909,2018-08-22 14:00:00+02:00,356.0,0.0,0.0,10384.0,6335.0,299.0,0.0,0.0,0.0,0.0,0.0,899.0,3381.0,0.0,6964.0,59.0,92.0,4976.0,288.0,0.0,1401.0,5151,,1759,35609,35538.0,71.68,78.95
91,2015-01-04 19:00:00+01:00,409.0,0.0,0.0,3434.0,2075.0,383.0,0.0,0.0,0.0,0.0,789.0,1458.0,4365.0,0.0,7080.0,84.0,59.0,2911.0,150.0,0.0,8156.0,2680,,8296,27189,27418.0,30.0,74.64
8737,2015-12-31 01:00:00+01:00,398.0,0.0,0.0,4431.0,2705.0,332.0,0.0,0.0,0.0,0.0,2650.0,720.0,407.0,0.0,7087.0,48.0,78.0,21.0,110.0,0.0,7761.0,7,,7816,22118,22056.0,30.4,43.26
13643,2016-07-22 12:00:00+02:00,272.0,645.0,0.0,6350.0,5413.0,341.0,0.0,0.0,0.0,0.0,0.0,963.0,3739.0,0.0,6964.0,56.0,83.0,5029.0,315.0,0.0,4531.0,5006,,4613,35905,36184.0,45.1,54.61
5094,2015-08-01 07:00:00+02:00,530.0,884.0,0.0,7135.0,7809.0,322.0,0.0,0.0,0.0,0.0,40.0,888.0,3711.0,0.0,7096.0,50.0,69.0,38.0,220.0,0.0,1942.0,12,,2032,31571,32059.0,67.5,51.98
16995,2016-12-09 03:00:00+01:00,340.0,544.0,0.0,3236.0,4909.0,237.0,0.0,0.0,0.0,0.0,582.0,549.0,502.0,0.0,6961.0,55.0,88.0,199.0,320.0,0.0,4175.0,235,,4089,23204,23230.0,36.0,51.55
29356,2018-05-08 05:00:00+02:00,347.0,560.0,0.0,4877.0,4020.0,227.0,0.0,0.0,0.0,0.0,402.0,771.0,582.0,0.0,6424.0,58.0,92.0,57.0,331.0,0.0,4290.0,263,,3917,23084,23309.0,58.27,62.81
33539,2018-10-29 11:00:00+01:00,302.0,255.0,0.0,6150.0,3646.0,324.0,0.0,0.0,0.0,0.0,3.0,689.0,1006.0,0.0,6049.0,67.0,86.0,4202.0,300.0,0.0,12354.0,3673,,11869,33740,33975.0,64.01,69.64
31109,2018-07-20 06:00:00+02:00,388.0,633.0,0.0,4716.0,4505.0,280.0,0.0,0.0,0.0,0.0,271.0,1022.0,1584.0,0.0,6004.0,56.0,100.0,439.0,304.0,0.0,4295.0,357,,4297,26910,26940.0,61.36,65.06
30900,2018-07-11 13:00:00+02:00,327.0,549.0,0.0,7402.0,4614.0,303.0,0.0,0.0,0.0,0.0,235.0,1288.0,1116.0,0.0,5733.0,51.0,92.0,2008.0,320.0,0.0,9332.0,1960,,8383,34005,33930.0,62.1,74.68
6622,2015-10-03 23:00:00+02:00,497.0,974.0,0.0,4734.0,5994.0,329.0,0.0,0.0,0.0,0.0,66.0,1558.0,5596.0,0.0,6990.0,84.0,70.0,634.0,152.0,0.0,1260.0,559,,1237,27987,28144.0,54.19,57.47
32943,2018-10-04 16:00:00+02:00,196.0,0.0,0.0,4268.0,2591.0,322.0,0.0,0.0,0.0,0.0,0.0,1884.0,5831.0,0.0,5060.0,13.0,98.0,754.0,337.0,0.0,8485.0,1070,,8776,32524,33623.0,49.92,79.06
27417,2018-02-16 09:00:00+01:00,401.0,920.0,0.0,9095.0,5597.0,338.0,0.0,0.0,0.0,0.0,0.0,1509.0,6183.0,0.0,7114.0,77.0,100.0,851.0,338.0,0.0,1176.0,1017,,2569,35812,35954.0,62.28,67.73
